date,station_id,location,rainfall_mm,temperature_c,humidity_pct,quality_flag
2024-11-22,SOL-DEMO-001,Solapur Demonstration,6.1,31.2,51,synthetic
2024-11-23,SOL-DEMO-001,Solapur Demonstration,0,31.2,48,synthetic
2024-11-24,SOL-DEMO-001,Solapur Demonstration,4.2,31.2,46,synthetic
2024-11-25,SOL-DEMO-001,Solapur Demonstration,8.6,30.5,47,synthetic
2024-11-26,SOL-DEMO-001,Solapur Demonstration,0,31.3,41,synthetic
2024-11-27,SOL-DEMO-001,Solapur Demonstration,0.9,30.0,45,synthetic
2024-11-28,SOL-DEMO-001,Solapur Demonstration,5.8,28.9,56,synthetic
2024-11-29,SOL-DEMO-001,Solapur Demonstration,2.7,32.0,52,synthetic
2024-11-30,SOL-DEMO-001,Solapur Demonstration,0,30.3,48,synthetic
2024-12-01,SOL-DEMO-001,Solapur Demonstration,0,31.0,46,synthetic
2024-12-02,SOL-DEMO-001,Solapur Demonstration,0,31.8,52,synthetic
2024-12-03,SOL-DEMO-001,Solapur Demonstration,0,31.3,46,synthetic
2024-12-04,SOL-DEMO-001,Solapur Demonstration,5.3,29.0,54,synthetic
2024-12-05,SOL-DEMO-001,Solapur Demonstration,0,30.7,49,synthetic
2024-12-06,SOL-DEMO-001,Solapur Demonstration,4.5,29.9,51,synthetic
2024-12-07,SOL-DEMO-001,Solapur Demonstration,9.5,30.6,46,synthetic
2024-12-08,SOL-DEMO-001,Solapur Demonstration,0,31.7,45,synthetic
2024-12-09,SOL-DEMO-001,Solapur Demonstration,2.6,29.4,45,synthetic
2024-12-10,SOL-DEMO-001,Solapur Demonstration,6.1,29.4,49,synthetic
2024-12-11,SOL-DEMO-001,Solapur Demonstration,0,31.5,49,synthetic
2024-12-12,SOL-DEMO-001,Solapur Demonstration,6.9,29.8,47,synthetic
2024-12-13,SOL-DEMO-001,Solapur Demonstration,0,30.9,57,synthetic
2024-12-14,SOL-DEMO-001,Solapur Demonstration,0,30.7,57,synthetic
2024-12-15,SOL-DEMO-001,Solapur Demonstration,3.5,29.3,47,synthetic
2024-12-16,SOL-DEMO-001,Solapur Demonstration,5.8,29.5,40,synthetic
2024-12-17,SOL-DEMO-001,Solapur Demonstration,0,31.0,52,synthetic
2024-12-18,SOL-DEMO-001,Solapur Demonstration,2.5,29.7,42,synthetic
2024-12-19,SOL-DEMO-001,Solapur Demonstration,0,29.7,55,synthetic
2024-12-20,SOL-DEMO-001,Solapur Demonstration,6.1,30.3,46,synthetic
2024-12-21,SOL-DEMO-001,Solapur Demonstration,10.0,28.0,47,synthetic
2024-12-22,SOL-DEMO-001,Solapur Demonstration,7.6,30.8,49,synthetic
2024-12-23,SOL-DEMO-001,Solapur Demonstration,1.1,31.2,42,synthetic
2024-12-24,SOL-DEMO-001,Solapur Demonstration,5.3,30.8,43,synthetic
2024-12-25,SOL-DEMO-001,Solapur Demonstration,0.4,28.8,40,synthetic
2024-12-26,SOL-DEMO-001,Solapur Demonstration,0,29.9,49,synthetic
2024-12-27,SOL-DEMO-001,Solapur Demonstration,4.7,28.9,51,synthetic
2024-12-28,SOL-DEMO-001,Solapur Demonstration,0,29.7,55,synthetic
2024-12-29,SOL-DEMO-001,Solapur Demonstration,4.8,29.7,42,synthetic
2024-12-30,SOL-DEMO-001,Solapur Demonstration,5.9,28.9,36,synthetic
2024-12-31,SOL-DEMO-001,Solapur Demonstration,0,31.1,47,synthetic
2025-01-01,SOL-DEMO-001,Solapur Demonstration,0,29.2,45,synthetic
2025-01-02,SOL-DEMO-001,Solapur Demonstration,0,29.3,50,synthetic
2025-01-03,SOL-DEMO-001,Solapur Demonstration,4.3,27.8,43,synthetic
2025-01-04,SOL-DEMO-001,Solapur Demonstration,0,29.6,45,synthetic
2025-01-05,SOL-DEMO-001,Solapur Demonstration,0,30.4,45,synthetic
2025-01-06,SOL-DEMO-001,Solapur Demonstration,0.3,32.7,48,synthetic
2025-01-07,SOL-DEMO-001,Solapur Demonstration,0,32.1,43,synthetic
2025-01-08,SOL-DEMO-001,Solapur Demonstration,11.0,29.5,49,synthetic
2025-01-09,SOL-DEMO-001,Solapur Demonstration,9.5,30.3,60,synthetic
2025-01-10,SOL-DEMO-001,Solapur Demonstration,0,29.9,56,synthetic
2025-01-11,SOL-DEMO-001,Solapur Demonstration,0,31.2,49,synthetic
2025-01-12,SOL-DEMO-001,Solapur Demonstration,0,30.4,43,synthetic
2025-01-13,SOL-DEMO-001,Solapur Demonstration,0,30.6,45,synthetic
2025-01-14,SOL-DEMO-001,Solapur Demonstration,3.9,29.7,53,synthetic
2025-01-15,SOL-DEMO-001,Solapur Demonstration,0,33.6,44,synthetic
2025-01-16,SOL-DEMO-001,Solapur Demonstration,0,30.3,52,synthetic
2025-01-17,SOL-DEMO-001,Solapur Demonstration,0,28.6,43,synthetic
2025-01-18,SOL-DEMO-001,Solapur Demonstration,2.1,28.2,44,synthetic
2025-01-19,SOL-DEMO-001,Solapur Demonstration,0,30.7,47,synthetic
2025-01-20,SOL-DEMO-001,Solapur Demonstration,1.8,29.9,52,synthetic
2025-01-21,SOL-DEMO-001,Solapur Demonstration,1.4,29.5,44,synthetic
2025-01-22,SOL-DEMO-001,Solapur Demonstration,0,31.2,47,synthetic
2025-01-23,SOL-DEMO-001,Solapur Demonstration,4.4,31.4,45,synthetic
2025-01-24,SOL-DEMO-001,Solapur Demonstration,4.6,30.8,46,synthetic
2025-01-25,SOL-DEMO-001,Solapur Demonstration,0,30.3,48,synthetic
2025-01-26,SOL-DEMO-001,Solapur Demonstration,10.3,29.3,47,synthetic
2025-01-27,SOL-DEMO-001,Solapur Demonstration,7.2,29.7,59,synthetic
2025-01-28,SOL-DEMO-001,Solapur Demonstration,6.5,29.9,50,synthetic
2025-01-29,SOL-DEMO-001,Solapur Demonstration,0,30.4,52,synthetic
2025-01-30,SOL-DEMO-001,Solapur Demonstration,3.6,30.3,40,synthetic
2025-01-31,SOL-DEMO-001,Solapur Demonstration,0,31.1,50,synthetic
2025-02-01,SOL-DEMO-001,Solapur Demonstration,0,30.7,51,synthetic
2025-02-02,SOL-DEMO-001,Solapur Demonstration,3.9,29.3,52,synthetic
2025-02-03,SOL-DEMO-001,Solapur Demonstration,1.1,32.0,36,synthetic
2025-02-04,SOL-DEMO-001,Solapur Demonstration,0,30.8,43,synthetic
2025-02-05,SOL-DEMO-001,Solapur Demonstration,0,30.1,55,synthetic
2025-02-06,SOL-DEMO-001,Solapur Demonstration,9.7,31.1,48,synthetic
2025-02-07,SOL-DEMO-001,Solapur Demonstration,3.4,31.5,43,synthetic
2025-02-08,SOL-DEMO-001,Solapur Demonstration,13.3,29.2,42,synthetic
2025-02-09,SOL-DEMO-001,Solapur Demonstration,0,31.8,51,synthetic
2025-02-10,SOL-DEMO-001,Solapur Demonstration,0.4,31.2,49,synthetic
2025-02-11,SOL-DEMO-001,Solapur Demonstration,0,31.4,45,synthetic
2025-02-12,SOL-DEMO-001,Solapur Demonstration,9.1,29.3,52,synthetic
2025-02-13,SOL-DEMO-001,Solapur Demonstration,0,31.5,47,synthetic
2025-02-14,SOL-DEMO-001,Solapur Demonstration,8.4,32.3,50,synthetic
2025-02-15,SOL-DEMO-001,Solapur Demonstration,6.8,31.7,38,synthetic
2025-02-16,SOL-DEMO-001,Solapur Demonstration,4.5,32.1,45,synthetic
2025-02-17,SOL-DEMO-001,Solapur Demonstration,4.7,28.2,50,synthetic
2025-02-18,SOL-DEMO-001,Solapur Demonstration,7.5,30.0,48,synthetic
2025-02-19,SOL-DEMO-001,Solapur Demonstration,0,31.4,50,synthetic
2025-02-20,SOL-DEMO-001,Solapur Demonstration,1.0,29.7,41,synthetic
2025-02-21,SOL-DEMO-001,Solapur Demonstration,0,30.4,44,synthetic
2025-02-22,SOL-DEMO-001,Solapur Demonstration,0,30.7,45,synthetic
2025-02-23,SOL-DEMO-001,Solapur Demonstration,0,28.9,40,synthetic
2025-02-24,SOL-DEMO-001,Solapur Demonstration,8.9,31.9,52,synthetic
2025-02-25,SOL-DEMO-001,Solapur Demonstration,0,31.9,46,synthetic
2025-02-26,SOL-DEMO-001,Solapur Demonstration,0,29.4,45,synthetic
2025-02-27,SOL-DEMO-001,Solapur Demonstration,1.1,31.1,40,synthetic
2025-02-28,SOL-DEMO-001,Solapur Demonstration,0,31.1,44,synthetic
2025-03-01,SOL-DEMO-001,Solapur Demonstration,0.9,30.0,50,synthetic
2025-03-02,SOL-DEMO-001,Solapur Demonstration,0,32.8,49,synthetic
2025-03-03,SOL-DEMO-001,Solapur Demonstration,0,31.6,46,synthetic
2025-03-04,SOL-DEMO-001,Solapur Demonstration,0,31.7,61,synthetic
2025-03-05,SOL-DEMO-001,Solapur Demonstration,4.6,31.7,46,synthetic
2025-03-06,SOL-DEMO-001,Solapur Demonstration,7.6,32.4,51,synthetic
2025-03-07,SOL-DEMO-001,Solapur Demonstration,6.5,29.6,45,synthetic
2025-03-08,SOL-DEMO-001,Solapur Demonstration,4.9,29.6,46,synthetic
2025-03-09,SOL-DEMO-001,Solapur Demonstration,0,29.7,53,synthetic
2025-03-10,SOL-DEMO-001,Solapur Demonstration,0,29.3,40,synthetic
2025-03-11,SOL-DEMO-001,Solapur Demonstration,2.4,31.5,48,synthetic
2025-03-12,SOL-DEMO-001,Solapur Demonstration,0,31.2,50,synthetic
2025-03-13,SOL-DEMO-001,Solapur Demonstration,2.5,28.8,44,synthetic
2025-03-14,SOL-DEMO-001,Solapur Demonstration,0,30.7,40,synthetic
2025-03-15,SOL-DEMO-001,Solapur Demonstration,6.8,32.2,46,synthetic
2025-03-16,SOL-DEMO-001,Solapur Demonstration,4.1,28.8,46,synthetic
2025-03-17,SOL-DEMO-001,Solapur Demonstration,7.8,30.1,46,synthetic
2025-03-18,SOL-DEMO-001,Solapur Demonstration,0,29.8,55,synthetic
2025-03-19,SOL-DEMO-001,Solapur Demonstration,8.2,31.5,59,synthetic
2025-03-20,SOL-DEMO-001,Solapur Demonstration,0,30.2,41,synthetic
2025-03-21,SOL-DEMO-001,Solapur Demonstration,0.6,29.3,40,synthetic
2025-03-22,SOL-DEMO-001,Solapur Demonstration,2.7,30.7,39,synthetic
2025-03-23,SOL-DEMO-001,Solapur Demonstration,6.6,30.8,45,synthetic
2025-03-24,SOL-DEMO-001,Solapur Demonstration,0,31.0,43,synthetic
2025-03-25,SOL-DEMO-001,Solapur Demonstration,9.7,32.3,53,synthetic
2025-03-26,SOL-DEMO-001,Solapur Demonstration,9.8,29.2,49,synthetic
2025-03-27,SOL-DEMO-001,Solapur Demonstration,0,30.1,50,synthetic
2025-03-28,SOL-DEMO-001,Solapur Demonstration,5.2,28.8,41,synthetic
2025-03-29,SOL-DEMO-001,Solapur Demonstration,0.5,31.6,48,synthetic
2025-03-30,SOL-DEMO-001,Solapur Demonstration,0.5,29.2,39,synthetic
2025-03-31,SOL-DEMO-001,Solapur Demonstration,4.7,30.3,41,synthetic
2025-04-01,SOL-DEMO-001,Solapur Demonstration,2.5,30.0,48,synthetic
2025-04-02,SOL-DEMO-001,Solapur Demonstration,6.5,30.4,52,synthetic
2025-04-03,SOL-DEMO-001,Solapur Demonstration,0,30.1,42,synthetic
2025-04-04,SOL-DEMO-001,Solapur Demonstration,4.0,33.8,49,synthetic
2025-04-05,SOL-DEMO-001,Solapur Demonstration,0,30.0,44,synthetic
2025-04-06,SOL-DEMO-001,Solapur Demonstration,10.0,28.0,44,synthetic
2025-04-07,SOL-DEMO-001,Solapur Demonstration,0,30.9,50,synthetic
2025-04-08,SOL-DEMO-001,Solapur Demonstration,0,30.0,42,synthetic
2025-04-09,SOL-DEMO-001,Solapur Demonstration,6.3,31.0,45,synthetic
2025-04-10,SOL-DEMO-001,Solapur Demonstration,0.5,31.8,43,synthetic
2025-04-11,SOL-DEMO-001,Solapur Demonstration,7.5,29.9,42,synthetic
2025-04-12,SOL-DEMO-001,Solapur Demonstration,6.6,30.8,45,synthetic
2025-04-13,SOL-DEMO-001,Solapur Demonstration,0,28.9,39,synthetic
2025-04-14,SOL-DEMO-001,Solapur Demonstration,5.2,28.9,48,synthetic
2025-04-15,SOL-DEMO-001,Solapur Demonstration,0,30.9,48,synthetic
2025-04-16,SOL-DEMO-001,Solapur Demonstration,11.1,29.3,48,synthetic
2025-04-17,SOL-DEMO-001,Solapur Demonstration,1.4,31.1,47,synthetic
2025-04-18,SOL-DEMO-001,Solapur Demonstration,6.1,31.2,50,synthetic
2025-04-19,SOL-DEMO-001,Solapur Demonstration,3.2,30.4,56,synthetic
2025-04-20,SOL-DEMO-001,Solapur Demonstration,1.8,29.7,41,synthetic
2025-04-21,SOL-DEMO-001,Solapur Demonstration,1.2,30.5,48,synthetic
2025-04-22,SOL-DEMO-001,Solapur Demonstration,7.1,30.2,56,synthetic
2025-04-23,SOL-DEMO-001,Solapur Demonstration,0,33.6,53,synthetic
2025-04-24,SOL-DEMO-001,Solapur Demonstration,0,29.5,54,synthetic
2025-04-25,SOL-DEMO-001,Solapur Demonstration,0,29.4,51,synthetic
2025-04-26,SOL-DEMO-001,Solapur Demonstration,1.0,28.8,40,synthetic
2025-04-27,SOL-DEMO-001,Solapur Demonstration,0,30.3,50,synthetic
2025-04-28,SOL-DEMO-001,Solapur Demonstration,6.3,30.8,49,synthetic
2025-04-29,SOL-DEMO-001,Solapur Demonstration,3.1,29.4,40,synthetic
2025-04-30,SOL-DEMO-001,Solapur Demonstration,1.1,29.8,49,synthetic
2025-05-01,SOL-DEMO-001,Solapur Demonstration,1.1,30.1,52,synthetic
2025-05-02,SOL-DEMO-001,Solapur Demonstration,0,30.1,43,synthetic
2025-05-03,SOL-DEMO-001,Solapur Demonstration,0.2,32.1,55,synthetic
2025-05-04,SOL-DEMO-001,Solapur Demonstration,13.4,32.8,45,synthetic
2025-05-05,SOL-DEMO-001,Solapur Demonstration,0,30.0,48,synthetic
2025-05-06,SOL-DEMO-001,Solapur Demonstration,9.1,29.5,48,synthetic
2025-05-07,SOL-DEMO-001,Solapur Demonstration,0,31.8,50,synthetic
2025-05-08,SOL-DEMO-001,Solapur Demonstration,8.4,29.8,42,synthetic
2025-05-09,SOL-DEMO-001,Solapur Demonstration,0,29.5,46,synthetic
2025-05-10,SOL-DEMO-001,Solapur Demonstration,0,28.9,47,synthetic
2025-05-11,SOL-DEMO-001,Solapur Demonstration,0,30.5,54,synthetic
2025-05-12,SOL-DEMO-001,Solapur Demonstration,3.4,30.5,45,synthetic
2025-05-13,SOL-DEMO-001,Solapur Demonstration,0.1,30.9,53,synthetic
2025-05-14,SOL-DEMO-001,Solapur Demonstration,0,30.5,45,synthetic
2025-05-15,SOL-DEMO-001,Solapur Demonstration,5.3,31.9,55,synthetic
2025-05-16,SOL-DEMO-001,Solapur Demonstration,0.1,30.0,51,synthetic
2025-05-17,SOL-DEMO-001,Solapur Demonstration,0,32.3,40,synthetic
2025-05-18,SOL-DEMO-001,Solapur Demonstration,0,30.3,55,synthetic
2025-05-19,SOL-DEMO-001,Solapur Demonstration,2.8,31.3,40,synthetic
2025-05-20,SOL-DEMO-001,Solapur Demonstration,0,31.5,45,synthetic
2025-05-21,SOL-DEMO-001,Solapur Demonstration,8.8,29.4,43,synthetic
2025-05-22,SOL-DEMO-001,Solapur Demonstration,5.8,30.7,46,synthetic
2025-05-23,SOL-DEMO-001,Solapur Demonstration,3.5,30.8,52,synthetic
2025-05-24,SOL-DEMO-001,Solapur Demonstration,1.7,31.8,51,synthetic
2025-05-25,SOL-DEMO-001,Solapur Demonstration,2.9,29.6,55,synthetic
2025-05-26,SOL-DEMO-001,Solapur Demonstration,0.6,29.0,52,synthetic
2025-05-27,SOL-DEMO-001,Solapur Demonstration,4.7,30.0,52,synthetic
2025-05-28,SOL-DEMO-001,Solapur Demonstration,2.8,30.7,42,synthetic
2025-05-29,SOL-DEMO-001,Solapur Demonstration,0.6,29.4,45,synthetic
2025-05-30,SOL-DEMO-001,Solapur Demonstration,0,32.0,46,synthetic
2025-05-31,SOL-DEMO-001,Solapur Demonstration,6.4,28.2,48,synthetic
2025-06-01,SOL-DEMO-001,Solapur Demonstration,0,30.8,51,synthetic
2025-06-02,SOL-DEMO-001,Solapur Demonstration,0.9,29.7,49,synthetic
2025-06-03,SOL-DEMO-001,Solapur Demonstration,8.6,29.1,47,synthetic
2025-06-04,SOL-DEMO-001,Solapur Demonstration,7.0,28.7,42,synthetic
2025-06-05,SOL-DEMO-001,Solapur Demonstration,5.9,29.5,49,synthetic
2025-06-06,SOL-DEMO-001,Solapur Demonstration,12.6,29.9,49,synthetic
2025-06-07,SOL-DEMO-001,Solapur Demonstration,4.3,29.6,62,synthetic
2025-06-08,SOL-DEMO-001,Solapur Demonstration,1.2,29.1,61,synthetic
2025-06-09,SOL-DEMO-001,Solapur Demonstration,2.4,28.9,55,synthetic
2025-06-10,SOL-DEMO-001,Solapur Demonstration,8.1,28.2,53,synthetic
2025-06-11,SOL-DEMO-001,Solapur Demonstration,14.5,29.0,62,synthetic
2025-06-12,SOL-DEMO-001,Solapur Demonstration,7.8,30.0,58,synthetic
2025-06-13,SOL-DEMO-001,Solapur Demonstration,9.4,31.0,55,synthetic
2025-06-14,SOL-DEMO-001,Solapur Demonstration,15.7,30.2,65,synthetic
2025-06-15,SOL-DEMO-001,Solapur Demonstration,13.2,26.8,51,synthetic
2025-06-16,SOL-DEMO-001,Solapur Demonstration,13.6,28.3,53,synthetic
2025-06-17,SOL-DEMO-001,Solapur Demonstration,11.6,29.2,67,synthetic
2025-06-18,SOL-DEMO-001,Solapur Demonstration,3.6,29.7,48,synthetic
2025-06-19,SOL-DEMO-001,Solapur Demonstration,13.8,29.4,58,synthetic
2025-06-20,SOL-DEMO-001,Solapur Demonstration,10.1,31.0,48,synthetic
2025-06-21,SOL-DEMO-001,Solapur Demonstration,5.0,27.2,71,synthetic
2025-06-22,SOL-DEMO-001,Solapur Demonstration,8.1,27.0,61,synthetic
2025-06-23,SOL-DEMO-001,Solapur Demonstration,9.6,27.6,60,synthetic
2025-06-24,SOL-DEMO-001,Solapur Demonstration,6.0,30.1,61,synthetic
2025-06-25,SOL-DEMO-001,Solapur Demonstration,8.9,29.2,57,synthetic
2025-06-26,SOL-DEMO-001,Solapur Demonstration,9.9,30.5,72,synthetic
2025-06-27,SOL-DEMO-001,Solapur Demonstration,7.8,27.2,67,synthetic
2025-06-28,SOL-DEMO-001,Solapur Demonstration,15.6,28.2,61,synthetic
2025-06-29,SOL-DEMO-001,Solapur Demonstration,18.3,27.7,66,synthetic
2025-06-30,SOL-DEMO-001,Solapur Demonstration,13.2,27.9,69,synthetic
2025-07-01,SOL-DEMO-001,Solapur Demonstration,9.5,28.3,56,synthetic
2025-07-02,SOL-DEMO-001,Solapur Demonstration,16.1,26.8,70,synthetic
2025-07-03,SOL-DEMO-001,Solapur Demonstration,17.2,27.0,64,synthetic
2025-07-04,SOL-DEMO-001,Solapur Demonstration,17.5,27.7,64,synthetic
2025-07-05,SOL-DEMO-001,Solapur Demonstration,26.9,24.9,76,synthetic
2025-07-06,SOL-DEMO-001,Solapur Demonstration,14.7,28.4,66,synthetic
2025-07-07,SOL-DEMO-001,Solapur Demonstration,11.4,28.6,60,synthetic
2025-07-08,SOL-DEMO-001,Solapur Demonstration,12.9,27.2,80,synthetic
2025-07-09,SOL-DEMO-001,Solapur Demonstration,21.3,25.3,75,synthetic
2025-07-10,SOL-DEMO-001,Solapur Demonstration,15.9,26.3,73,synthetic
2025-07-11,SOL-DEMO-001,Solapur Demonstration,15.4,27.5,70,synthetic
2025-07-12,SOL-DEMO-001,Solapur Demonstration,14.8,27.3,68,synthetic
2025-07-13,SOL-DEMO-001,Solapur Demonstration,19.0,27.0,67,synthetic
2025-07-14,SOL-DEMO-001,Solapur Demonstration,8.3,27.1,66,synthetic
2025-07-15,SOL-DEMO-001,Solapur Demonstration,15.5,28.4,67,synthetic
2025-07-16,SOL-DEMO-001,Solapur Demonstration,14.4,28.8,75,synthetic
2025-07-17,SOL-DEMO-001,Solapur Demonstration,18.2,27.3,63,synthetic
2025-07-18,SOL-DEMO-001,Solapur Demonstration,20.0,27.3,76,synthetic
2025-07-19,SOL-DEMO-001,Solapur Demonstration,14.3,29.1,80,synthetic
2025-07-20,SOL-DEMO-001,Solapur Demonstration,20.1,24.1,77,synthetic
2025-07-21,SOL-DEMO-001,Solapur Demonstration,23.6,24.6,80,synthetic
2025-07-22,SOL-DEMO-001,Solapur Demonstration,17.1,27.2,69,synthetic
2025-07-23,SOL-DEMO-001,Solapur Demonstration,18.2,25.5,73,synthetic
2025-07-24,SOL-DEMO-001,Solapur Demonstration,30.4,28.8,87,synthetic
2025-07-25,SOL-DEMO-001,Solapur Demonstration,20.2,27.9,83,synthetic
2025-07-26,SOL-DEMO-001,Solapur Demonstration,25.2,25.5,74,synthetic
2025-07-27,SOL-DEMO-001,Solapur Demonstration,24.6,26.7,77,synthetic
2025-07-28,SOL-DEMO-001,Solapur Demonstration,22.2,27.9,82,synthetic
2025-07-29,SOL-DEMO-001,Solapur Demonstration,29.5,26.7,72,synthetic
2025-07-30,SOL-DEMO-001,Solapur Demonstration,27.8,27.1,81,synthetic
2025-07-31,SOL-DEMO-001,Solapur Demonstration,24.7,23.4,88,synthetic
2025-08-01,SOL-DEMO-001,Solapur Demonstration,29.4,24.2,79,synthetic
2025-08-02,SOL-DEMO-001,Solapur Demonstration,23.0,25.0,76,synthetic
2025-08-03,SOL-DEMO-001,Solapur Demonstration,23.4,24.3,77,synthetic
2025-08-04,SOL-DEMO-001,Solapur Demonstration,27.3,26.3,76,synthetic
2025-08-05,SOL-DEMO-001,Solapur Demonstration,24.8,24.7,78,synthetic
2025-08-06,SOL-DEMO-001,Solapur Demonstration,26.8,27.7,81,synthetic
2025-08-07,SOL-DEMO-001,Solapur Demonstration,18.8,28.4,72,synthetic
2025-08-08,SOL-DEMO-001,Solapur Demonstration,17.3,26.1,81,synthetic
2025-08-09,SOL-DEMO-001,Solapur Demonstration,29.7,23.5,81,synthetic
2025-08-10,SOL-DEMO-001,Solapur Demonstration,20.6,25.4,92,synthetic
2025-08-11,SOL-DEMO-001,Solapur Demonstration,11.9,23.9,79,synthetic
2025-08-12,SOL-DEMO-001,Solapur Demonstration,24.5,25.5,79,synthetic
2025-08-13,SOL-DEMO-001,Solapur Demonstration,29.8,27.5,86,synthetic
2025-08-14,SOL-DEMO-001,Solapur Demonstration,26.0,25.7,74,synthetic
2025-08-15,SOL-DEMO-001,Solapur Demonstration,17.3,24.6,77,synthetic
2025-08-16,SOL-DEMO-001,Solapur Demonstration,26.4,26.1,79,synthetic
2025-08-17,SOL-DEMO-001,Solapur Demonstration,23.8,26.7,79,synthetic
2025-08-18,SOL-DEMO-001,Solapur Demonstration,30.4,26.0,85,synthetic
2025-08-19,SOL-DEMO-001,Solapur Demonstration,20.0,26.5,82,synthetic
2025-08-20,SOL-DEMO-001,Solapur Demonstration,19.5,25.9,79,synthetic
2025-08-21,SOL-DEMO-001,Solapur Demonstration,24.3,26.1,78,synthetic
2025-08-22,SOL-DEMO-001,Solapur Demonstration,26.2,25.2,83,synthetic
2025-08-23,SOL-DEMO-001,Solapur Demonstration,26.7,26.6,78,synthetic
2025-08-24,SOL-DEMO-001,Solapur Demonstration,31.0,27.0,84,synthetic
2025-08-25,SOL-DEMO-001,Solapur Demonstration,27.7,26.6,79,synthetic
2025-08-26,SOL-DEMO-001,Solapur Demonstration,25.4,23.1,78,synthetic
2025-08-27,SOL-DEMO-001,Solapur Demonstration,18.2,25.9,79,synthetic
2025-08-28,SOL-DEMO-001,Solapur Demonstration,27.0,28.1,82,synthetic
2025-08-29,SOL-DEMO-001,Solapur Demonstration,22.9,25.4,81,synthetic
2025-08-30,SOL-DEMO-001,Solapur Demonstration,28.2,23.9,88,synthetic
2025-08-31,SOL-DEMO-001,Solapur Demonstration,24.0,25.0,79,synthetic
2025-09-01,SOL-DEMO-001,Solapur Demonstration,26.4,24.3,85,synthetic
2025-09-02,SOL-DEMO-001,Solapur Demonstration,21.5,24.9,91,synthetic
2025-09-03,SOL-DEMO-001,Solapur Demonstration,20.3,25.8,78,synthetic
2025-09-04,SOL-DEMO-001,Solapur Demonstration,20.0,25.6,78,synthetic
2025-09-05,SOL-DEMO-001,Solapur Demonstration,19.2,25.8,77,synthetic
2025-09-06,SOL-DEMO-001,Solapur Demonstration,26.6,23.1,78,synthetic
2025-09-07,SOL-DEMO-001,Solapur Demonstration,24.0,25.0,84,synthetic
2025-09-08,SOL-DEMO-001,Solapur Demonstration,23.1,25.4,66,synthetic
2025-09-09,SOL-DEMO-001,Solapur Demonstration,22.2,26.6,83,synthetic
2025-09-10,SOL-DEMO-001,Solapur Demonstration,19.9,25.8,84,synthetic
2025-09-11,SOL-DEMO-001,Solapur Demonstration,29.8,25.5,90,synthetic
2025-09-12,SOL-DEMO-001,Solapur Demonstration,27.1,26.5,85,synthetic
2025-09-13,SOL-DEMO-001,Solapur Demonstration,28.0,24.7,75,synthetic
2025-09-14,SOL-DEMO-001,Solapur Demonstration,25.5,25.7,76,synthetic
2025-09-15,SOL-DEMO-001,Solapur Demonstration,22.1,26.0,79,synthetic
2025-09-16,SOL-DEMO-001,Solapur Demonstration,28.1,27.7,83,synthetic
2025-09-17,SOL-DEMO-001,Solapur Demonstration,14.1,26.2,78,synthetic
2025-09-18,SOL-DEMO-001,Solapur Demonstration,22.0,25.9,76,synthetic
2025-09-19,SOL-DEMO-001,Solapur Demonstration,20.5,27.8,81,synthetic
2025-09-20,SOL-DEMO-001,Solapur Demonstration,25.1,26.7,74,synthetic
2025-09-21,SOL-DEMO-001,Solapur Demonstration,19.5,28.4,80,synthetic
2025-09-22,SOL-DEMO-001,Solapur Demonstration,21.5,25.3,73,synthetic
2025-09-23,SOL-DEMO-001,Solapur Demonstration,17.4,26.6,75,synthetic
2025-09-24,SOL-DEMO-001,Solapur Demonstration,17.0,26.4,81,synthetic
2025-09-25,SOL-DEMO-001,Solapur Demonstration,21.4,25.5,83,synthetic
2025-09-26,SOL-DEMO-001,Solapur Demonstration,30.3,26.2,65,synthetic
2025-09-27,SOL-DEMO-001,Solapur Demonstration,16.6,26.8,77,synthetic
2025-09-28,SOL-DEMO-001,Solapur Demonstration,21.0,25.2,81,synthetic
2025-09-29,SOL-DEMO-001,Solapur Demonstration,26.2,28.6,79,synthetic
2025-09-30,SOL-DEMO-001,Solapur Demonstration,19.1,26.1,68,synthetic
2025-10-01,SOL-DEMO-001,Solapur Demonstration,25.2,27.5,81,synthetic
2025-10-02,SOL-DEMO-001,Solapur Demonstration,20.2,28.6,82,synthetic
2025-10-03,SOL-DEMO-001,Solapur Demonstration,23.5,28.2,70,synthetic
2025-10-04,SOL-DEMO-001,Solapur Demonstration,23.7,27.1,74,synthetic
2025-10-05,SOL-DEMO-001,Solapur Demonstration,17.7,26.0,76,synthetic
2025-10-06,SOL-DEMO-001,Solapur Demonstration,24.5,25.0,73,synthetic
2025-10-07,SOL-DEMO-001,Solapur Demonstration,24.7,26.7,72,synthetic
2025-10-08,SOL-DEMO-001,Solapur Demonstration,15.6,26.9,70,synthetic
2025-10-09,SOL-DEMO-001,Solapur Demonstration,16.3,27.7,78,synthetic
2025-10-10,SOL-DEMO-001,Solapur Demonstration,22.9,26.7,74,synthetic
2025-10-11,SOL-DEMO-001,Solapur Demonstration,11.3,26.6,62,synthetic
2025-10-12,SOL-DEMO-001,Solapur Demonstration,20.7,27.0,75,synthetic
2025-10-13,SOL-DEMO-001,Solapur Demonstration,25.7,28.3,70,synthetic
2025-10-14,SOL-DEMO-001,Solapur Demonstration,17.3,25.7,71,synthetic
2025-10-15,SOL-DEMO-001,Solapur Demonstration,13.8,28.4,75,synthetic
