date,area_id,area_name,sector,demand_mld,temperature_c,day_of_week,quality_flag
2024-11-05,SOL-DEMO,Solapur Demonstration,domestic,432.1,30.4,1,synthetic
2024-11-06,SOL-DEMO,Solapur Demonstration,domestic,420.8,27.6,2,synthetic
2024-11-07,SOL-DEMO,Solapur Demonstration,domestic,423.6,28.7,3,synthetic
2024-11-08,SOL-DEMO,Solapur Demonstration,domestic,426.8,29.8,4,synthetic
2024-11-09,SOL-DEMO,Solapur Demonstration,domestic,408.5,26.3,5,synthetic
2024-11-10,SOL-DEMO,Solapur Demonstration,domestic,405.6,27.5,6,synthetic
2024-11-11,SOL-DEMO,Solapur Demonstration,domestic,418.5,29.4,0,synthetic
2024-11-12,SOL-DEMO,Solapur Demonstration,domestic,420.6,29.6,1,synthetic
2024-11-13,SOL-DEMO,Solapur Demonstration,domestic,422.8,30.1,2,synthetic
2024-11-14,SOL-DEMO,Solapur Demonstration,domestic,426.1,29.5,3,synthetic
2024-11-15,SOL-DEMO,Solapur Demonstration,domestic,414.3,28.2,4,synthetic
2024-11-16,SOL-DEMO,Solapur Demonstration,domestic,415.7,28.3,5,synthetic
2024-11-17,SOL-DEMO,Solapur Demonstration,domestic,415.3,30.6,6,synthetic
2024-11-18,SOL-DEMO,Solapur Demonstration,domestic,427.0,31.0,0,synthetic
2024-11-19,SOL-DEMO,Solapur Demonstration,domestic,424.6,31.6,1,synthetic
2024-11-20,SOL-DEMO,Solapur Demonstration,domestic,421.1,29.1,2,synthetic
2024-11-21,SOL-DEMO,Solapur Demonstration,domestic,422.8,29.5,3,synthetic
2024-11-22,SOL-DEMO,Solapur Demonstration,domestic,424.9,31.2,4,synthetic
2024-11-23,SOL-DEMO,Solapur Demonstration,domestic,416.8,31.2,5,synthetic
2024-11-24,SOL-DEMO,Solapur Demonstration,domestic,418.1,31.2,6,synthetic
2024-11-25,SOL-DEMO,Solapur Demonstration,domestic,424.1,30.5,0,synthetic
2024-11-26,SOL-DEMO,Solapur Demonstration,domestic,420.9,31.3,1,synthetic
2024-11-27,SOL-DEMO,Solapur Demonstration,domestic,429.5,30.0,2,synthetic
2024-11-28,SOL-DEMO,Solapur Demonstration,domestic,421.0,28.9,3,synthetic
2024-11-29,SOL-DEMO,Solapur Demonstration,domestic,427.2,32.0,4,synthetic
2024-11-30,SOL-DEMO,Solapur Demonstration,domestic,416.9,30.3,5,synthetic
2024-12-01,SOL-DEMO,Solapur Demonstration,domestic,417.5,31.0,6,synthetic
2024-12-02,SOL-DEMO,Solapur Demonstration,domestic,434.1,31.8,0,synthetic
2024-12-03,SOL-DEMO,Solapur Demonstration,domestic,426.2,31.3,1,synthetic
2024-12-04,SOL-DEMO,Solapur Demonstration,domestic,425.0,29.0,2,synthetic
2024-12-05,SOL-DEMO,Solapur Demonstration,domestic,422.6,30.7,3,synthetic
2024-12-06,SOL-DEMO,Solapur Demonstration,domestic,428.1,29.9,4,synthetic
2024-12-07,SOL-DEMO,Solapur Demonstration,domestic,425.6,30.6,5,synthetic
2024-12-08,SOL-DEMO,Solapur Demonstration,domestic,405.0,31.7,6,synthetic
2024-12-09,SOL-DEMO,Solapur Demonstration,domestic,421.8,29.4,0,synthetic
2024-12-10,SOL-DEMO,Solapur Demonstration,domestic,416.3,29.4,1,synthetic
2024-12-11,SOL-DEMO,Solapur Demonstration,domestic,421.1,31.5,2,synthetic
2024-12-12,SOL-DEMO,Solapur Demonstration,domestic,422.4,29.8,3,synthetic
2024-12-13,SOL-DEMO,Solapur Demonstration,domestic,422.7,30.9,4,synthetic
2024-12-14,SOL-DEMO,Solapur Demonstration,domestic,414.4,30.7,5,synthetic
2024-12-15,SOL-DEMO,Solapur Demonstration,domestic,410.9,29.3,6,synthetic
2024-12-16,SOL-DEMO,Solapur Demonstration,domestic,417.0,29.5,0,synthetic
2024-12-17,SOL-DEMO,Solapur Demonstration,domestic,423.4,31.0,1,synthetic
2024-12-18,SOL-DEMO,Solapur Demonstration,domestic,432.6,29.7,2,synthetic
2024-12-19,SOL-DEMO,Solapur Demonstration,domestic,428.8,29.7,3,synthetic
2024-12-20,SOL-DEMO,Solapur Demonstration,domestic,426.8,30.3,4,synthetic
2024-12-21,SOL-DEMO,Solapur Demonstration,domestic,411.9,28.0,5,synthetic
2024-12-22,SOL-DEMO,Solapur Demonstration,domestic,419.5,30.8,6,synthetic
2024-12-23,SOL-DEMO,Solapur Demonstration,domestic,427.7,31.2,0,synthetic
2024-12-24,SOL-DEMO,Solapur Demonstration,domestic,424.7,30.8,1,synthetic
2024-12-25,SOL-DEMO,Solapur Demonstration,domestic,416.6,28.8,2,synthetic
2024-12-26,SOL-DEMO,Solapur Demonstration,domestic,421.3,29.9,3,synthetic
2024-12-27,SOL-DEMO,Solapur Demonstration,domestic,427.5,28.9,4,synthetic
2024-12-28,SOL-DEMO,Solapur Demonstration,domestic,418.6,29.7,5,synthetic
2024-12-29,SOL-DEMO,Solapur Demonstration,domestic,414.6,29.7,6,synthetic
2024-12-30,SOL-DEMO,Solapur Demonstration,domestic,425.2,28.9,0,synthetic
2024-12-31,SOL-DEMO,Solapur Demonstration,domestic,433.5,31.1,1,synthetic
2025-01-01,SOL-DEMO,Solapur Demonstration,domestic,424.6,29.2,2,synthetic
2025-01-02,SOL-DEMO,Solapur Demonstration,domestic,419.4,29.3,3,synthetic
2025-01-03,SOL-DEMO,Solapur Demonstration,domestic,428.5,27.8,4,synthetic
2025-01-04,SOL-DEMO,Solapur Demonstration,domestic,407.8,29.6,5,synthetic
2025-01-05,SOL-DEMO,Solapur Demonstration,domestic,420.1,30.4,6,synthetic
2025-01-06,SOL-DEMO,Solapur Demonstration,domestic,429.7,32.7,0,synthetic
2025-01-07,SOL-DEMO,Solapur Demonstration,domestic,424.6,32.1,1,synthetic
2025-01-08,SOL-DEMO,Solapur Demonstration,domestic,434.0,29.5,2,synthetic
2025-01-09,SOL-DEMO,Solapur Demonstration,domestic,428.6,30.3,3,synthetic
2025-01-10,SOL-DEMO,Solapur Demonstration,domestic,425.5,29.9,4,synthetic
2025-01-11,SOL-DEMO,Solapur Demonstration,domestic,409.9,31.2,5,synthetic
2025-01-12,SOL-DEMO,Solapur Demonstration,domestic,409.4,30.4,6,synthetic
2025-01-13,SOL-DEMO,Solapur Demonstration,domestic,418.9,30.6,0,synthetic
2025-01-14,SOL-DEMO,Solapur Demonstration,domestic,431.0,29.7,1,synthetic
2025-01-15,SOL-DEMO,Solapur Demonstration,domestic,423.5,33.6,2,synthetic
2025-01-16,SOL-DEMO,Solapur Demonstration,domestic,426.3,30.3,3,synthetic
2025-01-17,SOL-DEMO,Solapur Demonstration,domestic,413.4,28.6,4,synthetic
2025-01-18,SOL-DEMO,Solapur Demonstration,domestic,412.2,28.2,5,synthetic
2025-01-19,SOL-DEMO,Solapur Demonstration,domestic,416.1,30.7,6,synthetic
2025-01-20,SOL-DEMO,Solapur Demonstration,domestic,424.1,29.9,0,synthetic
2025-01-21,SOL-DEMO,Solapur Demonstration,domestic,430.6,29.5,1,synthetic
2025-01-22,SOL-DEMO,Solapur Demonstration,domestic,426.9,31.2,2,synthetic
2025-01-23,SOL-DEMO,Solapur Demonstration,domestic,429.6,31.4,3,synthetic
2025-01-24,SOL-DEMO,Solapur Demonstration,domestic,432.3,30.8,4,synthetic
2025-01-25,SOL-DEMO,Solapur Demonstration,domestic,416.1,30.3,5,synthetic
2025-01-26,SOL-DEMO,Solapur Demonstration,domestic,420.6,29.3,6,synthetic
2025-01-27,SOL-DEMO,Solapur Demonstration,domestic,419.0,29.7,0,synthetic
2025-01-28,SOL-DEMO,Solapur Demonstration,domestic,419.5,29.9,1,synthetic
2025-01-29,SOL-DEMO,Solapur Demonstration,domestic,424.0,30.4,2,synthetic
2025-01-30,SOL-DEMO,Solapur Demonstration,domestic,421.7,30.3,3,synthetic
2025-01-31,SOL-DEMO,Solapur Demonstration,domestic,424.9,31.1,4,synthetic
2025-02-01,SOL-DEMO,Solapur Demonstration,domestic,417.9,30.7,5,synthetic
2025-02-02,SOL-DEMO,Solapur Demonstration,domestic,422.6,29.3,6,synthetic
2025-02-03,SOL-DEMO,Solapur Demonstration,domestic,434.1,32.0,0,synthetic
2025-02-04,SOL-DEMO,Solapur Demonstration,domestic,424.2,30.8,1,synthetic
2025-02-05,SOL-DEMO,Solapur Demonstration,domestic,423.9,30.1,2,synthetic
2025-02-06,SOL-DEMO,Solapur Demonstration,domestic,423.1,31.1,3,synthetic
2025-02-07,SOL-DEMO,Solapur Demonstration,domestic,427.7,31.5,4,synthetic
2025-02-08,SOL-DEMO,Solapur Demonstration,domestic,420.7,29.2,5,synthetic
2025-02-09,SOL-DEMO,Solapur Demonstration,domestic,412.7,31.8,6,synthetic
2025-02-10,SOL-DEMO,Solapur Demonstration,domestic,429.7,31.2,0,synthetic
2025-02-11,SOL-DEMO,Solapur Demonstration,domestic,432.9,31.4,1,synthetic
2025-02-12,SOL-DEMO,Solapur Demonstration,domestic,419.0,29.3,2,synthetic
2025-02-13,SOL-DEMO,Solapur Demonstration,domestic,433.8,31.5,3,synthetic
2025-02-14,SOL-DEMO,Solapur Demonstration,domestic,428.0,32.3,4,synthetic
2025-02-15,SOL-DEMO,Solapur Demonstration,domestic,420.7,31.7,5,synthetic
2025-02-16,SOL-DEMO,Solapur Demonstration,domestic,429.9,32.1,6,synthetic
2025-02-17,SOL-DEMO,Solapur Demonstration,domestic,425.7,28.2,0,synthetic
2025-02-18,SOL-DEMO,Solapur Demonstration,domestic,432.8,30.0,1,synthetic
2025-02-19,SOL-DEMO,Solapur Demonstration,domestic,421.8,31.4,2,synthetic
2025-02-20,SOL-DEMO,Solapur Demonstration,domestic,432.5,29.7,3,synthetic
2025-02-21,SOL-DEMO,Solapur Demonstration,domestic,426.9,30.4,4,synthetic
2025-02-22,SOL-DEMO,Solapur Demonstration,domestic,415.5,30.7,5,synthetic
2025-02-23,SOL-DEMO,Solapur Demonstration,domestic,427.5,28.9,6,synthetic
2025-02-24,SOL-DEMO,Solapur Demonstration,domestic,437.1,31.9,0,synthetic
2025-02-25,SOL-DEMO,Solapur Demonstration,domestic,424.7,31.9,1,synthetic
2025-02-26,SOL-DEMO,Solapur Demonstration,domestic,425.9,29.4,2,synthetic
2025-02-27,SOL-DEMO,Solapur Demonstration,domestic,430.1,31.1,3,synthetic
2025-02-28,SOL-DEMO,Solapur Demonstration,domestic,427.7,31.1,4,synthetic
2025-03-01,SOL-DEMO,Solapur Demonstration,domestic,418.5,30.0,5,synthetic
2025-03-02,SOL-DEMO,Solapur Demonstration,domestic,420.3,32.8,6,synthetic
2025-03-03,SOL-DEMO,Solapur Demonstration,domestic,437.7,31.6,0,synthetic
2025-03-04,SOL-DEMO,Solapur Demonstration,domestic,432.3,31.7,1,synthetic
2025-03-05,SOL-DEMO,Solapur Demonstration,domestic,423.4,31.7,2,synthetic
2025-03-06,SOL-DEMO,Solapur Demonstration,domestic,421.5,32.4,3,synthetic
2025-03-07,SOL-DEMO,Solapur Demonstration,domestic,416.8,29.6,4,synthetic
2025-03-08,SOL-DEMO,Solapur Demonstration,domestic,410.4,29.6,5,synthetic
2025-03-09,SOL-DEMO,Solapur Demonstration,domestic,418.1,29.7,6,synthetic
2025-03-10,SOL-DEMO,Solapur Demonstration,domestic,426.5,29.3,0,synthetic
2025-03-11,SOL-DEMO,Solapur Demonstration,domestic,427.2,31.5,1,synthetic
2025-03-12,SOL-DEMO,Solapur Demonstration,domestic,430.8,31.2,2,synthetic
2025-03-13,SOL-DEMO,Solapur Demonstration,domestic,413.8,28.8,3,synthetic
2025-03-14,SOL-DEMO,Solapur Demonstration,domestic,437.0,30.7,4,synthetic
2025-03-15,SOL-DEMO,Solapur Demonstration,domestic,414.1,32.2,5,synthetic
2025-03-16,SOL-DEMO,Solapur Demonstration,domestic,411.1,28.8,6,synthetic
2025-03-17,SOL-DEMO,Solapur Demonstration,domestic,420.6,30.1,0,synthetic
2025-03-18,SOL-DEMO,Solapur Demonstration,domestic,425.4,29.8,1,synthetic
2025-03-19,SOL-DEMO,Solapur Demonstration,domestic,431.7,31.5,2,synthetic
2025-03-20,SOL-DEMO,Solapur Demonstration,domestic,431.9,30.2,3,synthetic
2025-03-21,SOL-DEMO,Solapur Demonstration,domestic,434.7,29.3,4,synthetic
2025-03-22,SOL-DEMO,Solapur Demonstration,domestic,412.3,30.7,5,synthetic
2025-03-23,SOL-DEMO,Solapur Demonstration,domestic,420.4,30.8,6,synthetic
2025-03-24,SOL-DEMO,Solapur Demonstration,domestic,420.5,31.0,0,synthetic
2025-03-25,SOL-DEMO,Solapur Demonstration,domestic,428.3,32.3,1,synthetic
2025-03-26,SOL-DEMO,Solapur Demonstration,domestic,417.5,29.2,2,synthetic
2025-03-27,SOL-DEMO,Solapur Demonstration,domestic,428.1,30.1,3,synthetic
2025-03-28,SOL-DEMO,Solapur Demonstration,domestic,417.4,28.8,4,synthetic
2025-03-29,SOL-DEMO,Solapur Demonstration,domestic,418.0,31.6,5,synthetic
2025-03-30,SOL-DEMO,Solapur Demonstration,domestic,423.0,29.2,6,synthetic
2025-03-31,SOL-DEMO,Solapur Demonstration,domestic,425.7,30.3,0,synthetic
2025-04-01,SOL-DEMO,Solapur Demonstration,domestic,428.0,30.0,1,synthetic
2025-04-02,SOL-DEMO,Solapur Demonstration,domestic,422.1,30.4,2,synthetic
2025-04-03,SOL-DEMO,Solapur Demonstration,domestic,426.7,30.1,3,synthetic
2025-04-04,SOL-DEMO,Solapur Demonstration,domestic,430.7,33.8,4,synthetic
2025-04-05,SOL-DEMO,Solapur Demonstration,domestic,417.6,30.0,5,synthetic
2025-04-06,SOL-DEMO,Solapur Demonstration,domestic,404.2,28.0,6,synthetic
2025-04-07,SOL-DEMO,Solapur Demonstration,domestic,430.1,30.9,0,synthetic
2025-04-08,SOL-DEMO,Solapur Demonstration,domestic,423.9,30.0,1,synthetic
2025-04-09,SOL-DEMO,Solapur Demonstration,domestic,418.9,31.0,2,synthetic
2025-04-10,SOL-DEMO,Solapur Demonstration,domestic,432.0,31.8,3,synthetic
2025-04-11,SOL-DEMO,Solapur Demonstration,domestic,427.6,29.9,4,synthetic
2025-04-12,SOL-DEMO,Solapur Demonstration,domestic,420.9,30.8,5,synthetic
2025-04-13,SOL-DEMO,Solapur Demonstration,domestic,415.9,28.9,6,synthetic
2025-04-14,SOL-DEMO,Solapur Demonstration,domestic,420.9,28.9,0,synthetic
2025-04-15,SOL-DEMO,Solapur Demonstration,domestic,430.6,30.9,1,synthetic
2025-04-16,SOL-DEMO,Solapur Demonstration,domestic,418.3,29.3,2,synthetic
2025-04-17,SOL-DEMO,Solapur Demonstration,domestic,423.1,31.1,3,synthetic
2025-04-18,SOL-DEMO,Solapur Demonstration,domestic,423.2,31.2,4,synthetic
2025-04-19,SOL-DEMO,Solapur Demonstration,domestic,414.6,30.4,5,synthetic
2025-04-20,SOL-DEMO,Solapur Demonstration,domestic,424.5,29.7,6,synthetic
2025-04-21,SOL-DEMO,Solapur Demonstration,domestic,422.2,30.5,0,synthetic
2025-04-22,SOL-DEMO,Solapur Demonstration,domestic,424.0,30.2,1,synthetic
2025-04-23,SOL-DEMO,Solapur Demonstration,domestic,423.8,33.6,2,synthetic
2025-04-24,SOL-DEMO,Solapur Demonstration,domestic,432.1,29.5,3,synthetic
2025-04-25,SOL-DEMO,Solapur Demonstration,domestic,426.1,29.4,4,synthetic
2025-04-26,SOL-DEMO,Solapur Demonstration,domestic,418.8,28.8,5,synthetic
2025-04-27,SOL-DEMO,Solapur Demonstration,domestic,409.2,30.3,6,synthetic
2025-04-28,SOL-DEMO,Solapur Demonstration,domestic,429.7,30.8,0,synthetic
2025-04-29,SOL-DEMO,Solapur Demonstration,domestic,427.6,29.4,1,synthetic
2025-04-30,SOL-DEMO,Solapur Demonstration,domestic,420.9,29.8,2,synthetic
2025-05-01,SOL-DEMO,Solapur Demonstration,domestic,418.6,30.1,3,synthetic
2025-05-02,SOL-DEMO,Solapur Demonstration,domestic,431.0,30.1,4,synthetic
2025-05-03,SOL-DEMO,Solapur Demonstration,domestic,417.4,32.1,5,synthetic
2025-05-04,SOL-DEMO,Solapur Demonstration,domestic,409.8,32.8,6,synthetic
2025-05-05,SOL-DEMO,Solapur Demonstration,domestic,436.3,30.0,0,synthetic
2025-05-06,SOL-DEMO,Solapur Demonstration,domestic,414.3,29.5,1,synthetic
2025-05-07,SOL-DEMO,Solapur Demonstration,domestic,423.5,31.8,2,synthetic
2025-05-08,SOL-DEMO,Solapur Demonstration,domestic,423.6,29.8,3,synthetic
2025-05-09,SOL-DEMO,Solapur Demonstration,domestic,420.8,29.5,4,synthetic
2025-05-10,SOL-DEMO,Solapur Demonstration,domestic,408.3,28.9,5,synthetic
2025-05-11,SOL-DEMO,Solapur Demonstration,domestic,423.1,30.5,6,synthetic
2025-05-12,SOL-DEMO,Solapur Demonstration,domestic,433.4,30.5,0,synthetic
2025-05-13,SOL-DEMO,Solapur Demonstration,domestic,428.9,30.9,1,synthetic
2025-05-14,SOL-DEMO,Solapur Demonstration,domestic,429.6,30.5,2,synthetic
2025-05-15,SOL-DEMO,Solapur Demonstration,domestic,423.3,31.9,3,synthetic
2025-05-16,SOL-DEMO,Solapur Demonstration,domestic,425.4,30.0,4,synthetic
2025-05-17,SOL-DEMO,Solapur Demonstration,domestic,423.8,32.3,5,synthetic
2025-05-18,SOL-DEMO,Solapur Demonstration,domestic,417.9,30.3,6,synthetic
2025-05-19,SOL-DEMO,Solapur Demonstration,domestic,432.6,31.3,0,synthetic
2025-05-20,SOL-DEMO,Solapur Demonstration,domestic,427.8,31.5,1,synthetic
2025-05-21,SOL-DEMO,Solapur Demonstration,domestic,419.3,29.4,2,synthetic
2025-05-22,SOL-DEMO,Solapur Demonstration,domestic,424.8,30.7,3,synthetic
2025-05-23,SOL-DEMO,Solapur Demonstration,domestic,423.2,30.8,4,synthetic
2025-05-24,SOL-DEMO,Solapur Demonstration,domestic,415.4,31.8,5,synthetic
2025-05-25,SOL-DEMO,Solapur Demonstration,domestic,419.2,29.6,6,synthetic
2025-05-26,SOL-DEMO,Solapur Demonstration,domestic,425.5,29.0,0,synthetic
2025-05-27,SOL-DEMO,Solapur Demonstration,domestic,428.6,30.0,1,synthetic
2025-05-28,SOL-DEMO,Solapur Demonstration,domestic,430.1,30.7,2,synthetic
2025-05-29,SOL-DEMO,Solapur Demonstration,domestic,428.6,29.4,3,synthetic
2025-05-30,SOL-DEMO,Solapur Demonstration,domestic,427.2,32.0,4,synthetic
2025-05-31,SOL-DEMO,Solapur Demonstration,domestic,413.6,28.2,5,synthetic
2025-06-01,SOL-DEMO,Solapur Demonstration,domestic,418.5,30.8,6,synthetic
2025-06-02,SOL-DEMO,Solapur Demonstration,domestic,431.8,29.7,0,synthetic
2025-06-03,SOL-DEMO,Solapur Demonstration,domestic,415.6,29.1,1,synthetic
2025-06-04,SOL-DEMO,Solapur Demonstration,domestic,416.9,28.7,2,synthetic
2025-06-05,SOL-DEMO,Solapur Demonstration,domestic,428.1,29.5,3,synthetic
2025-06-06,SOL-DEMO,Solapur Demonstration,domestic,421.9,29.9,4,synthetic
2025-06-07,SOL-DEMO,Solapur Demonstration,domestic,408.5,29.6,5,synthetic
2025-06-08,SOL-DEMO,Solapur Demonstration,domestic,415.7,29.1,6,synthetic
2025-06-09,SOL-DEMO,Solapur Demonstration,domestic,424.0,28.9,0,synthetic
2025-06-10,SOL-DEMO,Solapur Demonstration,domestic,426.5,28.2,1,synthetic
2025-06-11,SOL-DEMO,Solapur Demonstration,domestic,418.8,29.0,2,synthetic
2025-06-12,SOL-DEMO,Solapur Demonstration,domestic,420.5,30.0,3,synthetic
2025-06-13,SOL-DEMO,Solapur Demonstration,domestic,420.6,31.0,4,synthetic
2025-06-14,SOL-DEMO,Solapur Demonstration,domestic,414.8,30.2,5,synthetic
2025-06-15,SOL-DEMO,Solapur Demonstration,domestic,418.8,26.8,6,synthetic
2025-06-16,SOL-DEMO,Solapur Demonstration,domestic,422.6,28.3,0,synthetic
2025-06-17,SOL-DEMO,Solapur Demonstration,domestic,426.1,29.2,1,synthetic
2025-06-18,SOL-DEMO,Solapur Demonstration,domestic,422.2,29.7,2,synthetic
2025-06-19,SOL-DEMO,Solapur Demonstration,domestic,430.6,29.4,3,synthetic
2025-06-20,SOL-DEMO,Solapur Demonstration,domestic,424.2,31.0,4,synthetic
2025-06-21,SOL-DEMO,Solapur Demonstration,domestic,412.0,27.2,5,synthetic
2025-06-22,SOL-DEMO,Solapur Demonstration,domestic,420.3,27.0,6,synthetic
2025-06-23,SOL-DEMO,Solapur Demonstration,domestic,424.6,27.6,0,synthetic
2025-06-24,SOL-DEMO,Solapur Demonstration,domestic,423.6,30.1,1,synthetic
2025-06-25,SOL-DEMO,Solapur Demonstration,domestic,425.1,29.2,2,synthetic
2025-06-26,SOL-DEMO,Solapur Demonstration,domestic,421.8,30.5,3,synthetic
2025-06-27,SOL-DEMO,Solapur Demonstration,domestic,417.9,27.2,4,synthetic
2025-06-28,SOL-DEMO,Solapur Demonstration,domestic,417.1,28.2,5,synthetic
2025-06-29,SOL-DEMO,Solapur Demonstration,domestic,412.1,27.7,6,synthetic
2025-06-30,SOL-DEMO,Solapur Demonstration,domestic,420.9,27.9,0,synthetic
2025-07-01,SOL-DEMO,Solapur Demonstration,domestic,424.2,28.3,1,synthetic
2025-07-02,SOL-DEMO,Solapur Demonstration,domestic,420.4,26.8,2,synthetic
2025-07-03,SOL-DEMO,Solapur Demonstration,domestic,418.8,27.0,3,synthetic
2025-07-04,SOL-DEMO,Solapur Demonstration,domestic,412.9,27.7,4,synthetic
2025-07-05,SOL-DEMO,Solapur Demonstration,domestic,413.0,24.9,5,synthetic
2025-07-06,SOL-DEMO,Solapur Demonstration,domestic,427.4,28.4,6,synthetic
2025-07-07,SOL-DEMO,Solapur Demonstration,domestic,423.2,28.6,0,synthetic
2025-07-08,SOL-DEMO,Solapur Demonstration,domestic,420.0,27.2,1,synthetic
2025-07-09,SOL-DEMO,Solapur Demonstration,domestic,420.0,25.3,2,synthetic
2025-07-10,SOL-DEMO,Solapur Demonstration,domestic,419.4,26.3,3,synthetic
2025-07-11,SOL-DEMO,Solapur Demonstration,domestic,418.2,27.5,4,synthetic
2025-07-12,SOL-DEMO,Solapur Demonstration,domestic,416.1,27.3,5,synthetic
2025-07-13,SOL-DEMO,Solapur Demonstration,domestic,417.6,27.0,6,synthetic
2025-07-14,SOL-DEMO,Solapur Demonstration,domestic,416.6,27.1,0,synthetic
2025-07-15,SOL-DEMO,Solapur Demonstration,domestic,415.8,28.4,1,synthetic
2025-07-16,SOL-DEMO,Solapur Demonstration,domestic,424.6,28.8,2,synthetic
2025-07-17,SOL-DEMO,Solapur Demonstration,domestic,418.5,27.3,3,synthetic
2025-07-18,SOL-DEMO,Solapur Demonstration,domestic,428.9,27.3,4,synthetic
2025-07-19,SOL-DEMO,Solapur Demonstration,domestic,412.0,29.1,5,synthetic
2025-07-20,SOL-DEMO,Solapur Demonstration,domestic,403.3,24.1,6,synthetic
2025-07-21,SOL-DEMO,Solapur Demonstration,domestic,412.6,24.6,0,synthetic
2025-07-22,SOL-DEMO,Solapur Demonstration,domestic,418.5,27.2,1,synthetic
2025-07-23,SOL-DEMO,Solapur Demonstration,domestic,416.5,25.5,2,synthetic
2025-07-24,SOL-DEMO,Solapur Demonstration,domestic,437.0,28.8,3,synthetic
2025-07-25,SOL-DEMO,Solapur Demonstration,domestic,427.7,27.9,4,synthetic
2025-07-26,SOL-DEMO,Solapur Demonstration,domestic,415.0,25.5,5,synthetic
2025-07-27,SOL-DEMO,Solapur Demonstration,domestic,411.6,26.7,6,synthetic
2025-07-28,SOL-DEMO,Solapur Demonstration,domestic,425.3,27.9,0,synthetic
2025-07-29,SOL-DEMO,Solapur Demonstration,domestic,412.5,26.7,1,synthetic
2025-07-30,SOL-DEMO,Solapur Demonstration,domestic,421.1,27.1,2,synthetic
2025-07-31,SOL-DEMO,Solapur Demonstration,domestic,409.4,23.4,3,synthetic
2025-08-01,SOL-DEMO,Solapur Demonstration,domestic,417.2,24.2,4,synthetic
2025-08-02,SOL-DEMO,Solapur Demonstration,domestic,418.3,25.0,5,synthetic
2025-08-03,SOL-DEMO,Solapur Demonstration,domestic,397.6,24.3,6,synthetic
2025-08-04,SOL-DEMO,Solapur Demonstration,domestic,421.5,26.3,0,synthetic
2025-08-05,SOL-DEMO,Solapur Demonstration,domestic,400.8,24.7,1,synthetic
2025-08-06,SOL-DEMO,Solapur Demonstration,domestic,419.6,27.7,2,synthetic
2025-08-07,SOL-DEMO,Solapur Demonstration,domestic,418.7,28.4,3,synthetic
2025-08-08,SOL-DEMO,Solapur Demonstration,domestic,424.9,26.1,4,synthetic
2025-08-09,SOL-DEMO,Solapur Demonstration,domestic,417.4,23.5,5,synthetic
2025-08-10,SOL-DEMO,Solapur Demonstration,domestic,404.6,25.4,6,synthetic
2025-08-11,SOL-DEMO,Solapur Demonstration,domestic,417.5,23.9,0,synthetic
2025-08-12,SOL-DEMO,Solapur Demonstration,domestic,411.2,25.5,1,synthetic
2025-08-13,SOL-DEMO,Solapur Demonstration,domestic,420.0,27.5,2,synthetic
2025-08-14,SOL-DEMO,Solapur Demonstration,domestic,426.8,25.7,3,synthetic
2025-08-15,SOL-DEMO,Solapur Demonstration,domestic,419.1,24.6,4,synthetic
2025-08-16,SOL-DEMO,Solapur Demonstration,domestic,409.3,26.1,5,synthetic
2025-08-17,SOL-DEMO,Solapur Demonstration,domestic,414.5,26.7,6,synthetic
2025-08-18,SOL-DEMO,Solapur Demonstration,domestic,418.5,26.0,0,synthetic
2025-08-19,SOL-DEMO,Solapur Demonstration,domestic,426.8,26.5,1,synthetic
2025-08-20,SOL-DEMO,Solapur Demonstration,domestic,413.3,25.9,2,synthetic
2025-08-21,SOL-DEMO,Solapur Demonstration,domestic,424.1,26.1,3,synthetic
2025-08-22,SOL-DEMO,Solapur Demonstration,domestic,416.1,25.2,4,synthetic
2025-08-23,SOL-DEMO,Solapur Demonstration,domestic,414.0,26.6,5,synthetic
2025-08-24,SOL-DEMO,Solapur Demonstration,domestic,411.4,27.0,6,synthetic
2025-08-25,SOL-DEMO,Solapur Demonstration,domestic,420.4,26.6,0,synthetic
2025-08-26,SOL-DEMO,Solapur Demonstration,domestic,410.6,23.1,1,synthetic
2025-08-27,SOL-DEMO,Solapur Demonstration,domestic,417.1,25.9,2,synthetic
2025-08-28,SOL-DEMO,Solapur Demonstration,domestic,418.9,28.1,3,synthetic
2025-08-29,SOL-DEMO,Solapur Demonstration,domestic,422.1,25.4,4,synthetic
2025-08-30,SOL-DEMO,Solapur Demonstration,domestic,402.4,23.9,5,synthetic
2025-08-31,SOL-DEMO,Solapur Demonstration,domestic,406.0,25.0,6,synthetic
2025-09-01,SOL-DEMO,Solapur Demonstration,domestic,408.0,24.3,0,synthetic
2025-09-02,SOL-DEMO,Solapur Demonstration,domestic,419.0,24.9,1,synthetic
2025-09-03,SOL-DEMO,Solapur Demonstration,domestic,420.2,25.8,2,synthetic
2025-09-04,SOL-DEMO,Solapur Demonstration,domestic,416.6,25.6,3,synthetic
2025-09-05,SOL-DEMO,Solapur Demonstration,domestic,411.3,25.8,4,synthetic
2025-09-06,SOL-DEMO,Solapur Demonstration,domestic,408.5,23.1,5,synthetic
2025-09-07,SOL-DEMO,Solapur Demonstration,domestic,415.5,25.0,6,synthetic
2025-09-08,SOL-DEMO,Solapur Demonstration,domestic,413.1,25.4,0,synthetic
2025-09-09,SOL-DEMO,Solapur Demonstration,domestic,418.8,26.6,1,synthetic
2025-09-10,SOL-DEMO,Solapur Demonstration,domestic,413.9,25.8,2,synthetic
