date,reservoir_id,reservoir_name,storage_pct,capacity_mcm,inflow_mcm,outflow_mcm,quality_flag
2024-10-11,UJANI-DEMO-001,Ujani Demonstration,96,100.0,47.12,10.34,synthetic
2024-10-12,UJANI-DEMO-001,Ujani Demonstration,96,100.0,22.81,12.08,synthetic
2024-10-13,UJANI-DEMO-001,Ujani Demonstration,96,100.0,38.54,9.54,synthetic
2024-10-14,UJANI-DEMO-001,Ujani Demonstration,96,100.0,26.81,11.3,synthetic
2024-10-15,UJANI-DEMO-001,Ujani Demonstration,96,100.0,40.54,9.75,synthetic
2024-10-16,UJANI-DEMO-001,Ujani Demonstration,96,100.0,27.62,10.73,synthetic
2024-10-17,UJANI-DEMO-001,Ujani Demonstration,96,100.0,35.96,11.87,synthetic
2024-10-18,UJANI-DEMO-001,Ujani Demonstration,96,100.0,24.64,10.23,synthetic
2024-10-19,UJANI-DEMO-001,Ujani Demonstration,96,100.0,37.15,10.56,synthetic
2024-10-20,UJANI-DEMO-001,Ujani Demonstration,96,100.0,21.59,10.35,synthetic
2024-10-21,UJANI-DEMO-001,Ujani Demonstration,96,100.0,15.15,11.83,synthetic
2024-10-22,UJANI-DEMO-001,Ujani Demonstration,96,100.0,35.69,9.89,synthetic
2024-10-23,UJANI-DEMO-001,Ujani Demonstration,96,100.0,30.34,10.22,synthetic
2024-10-24,UJANI-DEMO-001,Ujani Demonstration,96,100.0,19.06,10.52,synthetic
2024-10-25,UJANI-DEMO-001,Ujani Demonstration,96,100.0,15.94,11.17,synthetic
2024-10-26,UJANI-DEMO-001,Ujani Demonstration,96,100.0,16.9,10.12,synthetic
2024-10-27,UJANI-DEMO-001,Ujani Demonstration,96,100.0,22.46,10.51,synthetic
2024-10-28,UJANI-DEMO-001,Ujani Demonstration,96,100.0,27.39,12.04,synthetic
2024-10-29,UJANI-DEMO-001,Ujani Demonstration,96,100.0,20.53,11.28,synthetic
2024-10-30,UJANI-DEMO-001,Ujani Demonstration,96,100.0,46.1,11.59,synthetic
2024-10-31,UJANI-DEMO-001,Ujani Demonstration,96,100.0,30.02,11.0,synthetic
2024-11-01,UJANI-DEMO-001,Ujani Demonstration,96,100.0,23.17,11.72,synthetic
2024-11-02,UJANI-DEMO-001,Ujani Demonstration,96,100.0,31.31,10.86,synthetic
2024-11-03,UJANI-DEMO-001,Ujani Demonstration,96,100.0,13.07,11.03,synthetic
2024-11-04,UJANI-DEMO-001,Ujani Demonstration,96,100.0,32.11,11.49,synthetic
2024-11-05,UJANI-DEMO-001,Ujani Demonstration,96.0,100.0,9.99,10.2,synthetic
2024-11-06,UJANI-DEMO-001,Ujani Demonstration,96,100.0,15.37,10.75,synthetic
2024-11-07,UJANI-DEMO-001,Ujani Demonstration,96,100.0,16.17,11.15,synthetic
2024-11-08,UJANI-DEMO-001,Ujani Demonstration,96,100.0,25.14,10.47,synthetic
2024-11-09,UJANI-DEMO-001,Ujani Demonstration,95.9,100.0,11.07,11.54,synthetic
2024-11-10,UJANI-DEMO-001,Ujani Demonstration,96,100.0,33.73,11.97,synthetic
2024-11-11,UJANI-DEMO-001,Ujani Demonstration,96,100.0,22.54,11.68,synthetic
2024-11-12,UJANI-DEMO-001,Ujani Demonstration,96,100.0,26.08,10.11,synthetic
2024-11-13,UJANI-DEMO-001,Ujani Demonstration,95.9,100.0,10.19,10.8,synthetic
2024-11-14,UJANI-DEMO-001,Ujani Demonstration,95.6,100.0,10.7,11.81,synthetic
2024-11-15,UJANI-DEMO-001,Ujani Demonstration,93.9,100.0,3.97,11.59,synthetic
2024-11-16,UJANI-DEMO-001,Ujani Demonstration,94.0,100.0,11.63,11.31,synthetic
2024-11-17,UJANI-DEMO-001,Ujani Demonstration,92.3,100.0,3.78,11.58,synthetic
2024-11-18,UJANI-DEMO-001,Ujani Demonstration,90.7,100.0,3.99,11.12,synthetic
2024-11-19,UJANI-DEMO-001,Ujani Demonstration,89.8,100.0,7.68,11.74,synthetic
2024-11-20,UJANI-DEMO-001,Ujani Demonstration,87.3,100.0,0.49,12.03,synthetic
2024-11-21,UJANI-DEMO-001,Ujani Demonstration,86.5,100.0,8.36,12.19,synthetic
2024-11-22,UJANI-DEMO-001,Ujani Demonstration,86.4,100.0,12.85,12.93,synthetic
2024-11-23,UJANI-DEMO-001,Ujani Demonstration,84.8,100.0,4.59,11.82,synthetic
2024-11-24,UJANI-DEMO-001,Ujani Demonstration,84.7,100.0,10.91,11.68,synthetic
2024-11-25,UJANI-DEMO-001,Ujani Demonstration,85.6,100.0,17.77,13.7,synthetic
2024-11-26,UJANI-DEMO-001,Ujani Demonstration,83.9,100.0,5.31,12.8,synthetic
2024-11-27,UJANI-DEMO-001,Ujani Demonstration,82.2,100.0,4.47,12.47,synthetic
2024-11-28,UJANI-DEMO-001,Ujani Demonstration,83.4,100.0,16.91,11.15,synthetic
2024-11-29,UJANI-DEMO-001,Ujani Demonstration,82.6,100.0,8.58,12.54,synthetic
2024-11-30,UJANI-DEMO-001,Ujani Demonstration,80.8,100.0,4.64,12.64,synthetic
2024-12-01,UJANI-DEMO-001,Ujani Demonstration,78.7,100.0,3.86,13.46,synthetic
2024-12-02,UJANI-DEMO-001,Ujani Demonstration,76.9,100.0,3.51,11.86,synthetic
2024-12-03,UJANI-DEMO-001,Ujani Demonstration,74.4,100.0,0,11.2,synthetic
2024-12-04,UJANI-DEMO-001,Ujani Demonstration,74.7,100.0,14.04,12.58,synthetic
2024-12-05,UJANI-DEMO-001,Ujani Demonstration,72.5,100.0,2.59,12.63,synthetic
2024-12-06,UJANI-DEMO-001,Ujani Demonstration,72.9,100.0,14.81,13.02,synthetic
2024-12-07,UJANI-DEMO-001,Ujani Demonstration,75.1,100.0,23.01,13.2,synthetic
2024-12-08,UJANI-DEMO-001,Ujani Demonstration,72.7,100.0,0.95,11.61,synthetic
2024-12-09,UJANI-DEMO-001,Ujani Demonstration,72.2,100.0,9.5,11.71,synthetic
2024-12-10,UJANI-DEMO-001,Ujani Demonstration,72.2,100.0,13.42,13.38,synthetic
2024-12-11,UJANI-DEMO-001,Ujani Demonstration,69.2,100.0,0,13.56,synthetic
2024-12-12,UJANI-DEMO-001,Ujani Demonstration,70.3,100.0,15.85,10.93,synthetic
2024-12-13,UJANI-DEMO-001,Ujani Demonstration,67.4,100.0,0,13.35,synthetic
2024-12-14,UJANI-DEMO-001,Ujani Demonstration,65.6,100.0,4.21,12.49,synthetic
2024-12-15,UJANI-DEMO-001,Ujani Demonstration,64.4,100.0,6.51,11.62,synthetic
2024-12-16,UJANI-DEMO-001,Ujani Demonstration,64.4,100.0,12.74,13.05,synthetic
2024-12-17,UJANI-DEMO-001,Ujani Demonstration,62.2,100.0,3.83,13.58,synthetic
2024-12-18,UJANI-DEMO-001,Ujani Demonstration,61.2,100.0,6.43,10.98,synthetic
2024-12-19,UJANI-DEMO-001,Ujani Demonstration,59.2,100.0,3.22,12.58,synthetic
2024-12-20,UJANI-DEMO-001,Ujani Demonstration,59.1,100.0,12.05,12.51,synthetic
2024-12-21,UJANI-DEMO-001,Ujani Demonstration,61.8,100.0,24.3,11.73,synthetic
2024-12-22,UJANI-DEMO-001,Ujani Demonstration,63.0,100.0,17.51,12.18,synthetic
2024-12-23,UJANI-DEMO-001,Ujani Demonstration,61.6,100.0,6.29,12.89,synthetic
2024-12-24,UJANI-DEMO-001,Ujani Demonstration,61.3,100.0,12.69,13.84,synthetic
2024-12-25,UJANI-DEMO-001,Ujani Demonstration,59.2,100.0,2.81,12.33,synthetic
2024-12-26,UJANI-DEMO-001,Ujani Demonstration,57.8,100.0,5.31,11.56,synthetic
2024-12-27,UJANI-DEMO-001,Ujani Demonstration,57.6,100.0,10.96,11.85,synthetic
2024-12-28,UJANI-DEMO-001,Ujani Demonstration,55.5,100.0,2.32,12.11,synthetic
2024-12-29,UJANI-DEMO-001,Ujani Demonstration,55.6,100.0,12.42,12.0,synthetic
2024-12-30,UJANI-DEMO-001,Ujani Demonstration,55.9,100.0,14.57,12.99,synthetic
2024-12-31,UJANI-DEMO-001,Ujani Demonstration,53.7,100.0,3.31,13.6,synthetic
2025-01-01,UJANI-DEMO-001,Ujani Demonstration,51.4,100.0,2.2,12.27,synthetic
2025-01-02,UJANI-DEMO-001,Ujani Demonstration,49.4,100.0,2.43,11.89,synthetic
2025-01-03,UJANI-DEMO-001,Ujani Demonstration,49.3,100.0,10.71,10.94,synthetic
2025-01-04,UJANI-DEMO-001,Ujani Demonstration,46.8,100.0,0,11.28,synthetic
2025-01-05,UJANI-DEMO-001,Ujani Demonstration,44.4,100.0,1.57,12.76,synthetic
2025-01-06,UJANI-DEMO-001,Ujani Demonstration,42.1,100.0,2.18,12.47,synthetic
2025-01-07,UJANI-DEMO-001,Ujani Demonstration,40.1,100.0,3.13,12.34,synthetic
2025-01-08,UJANI-DEMO-001,Ujani Demonstration,42.6,100.0,23.79,12.43,synthetic
2025-01-09,UJANI-DEMO-001,Ujani Demonstration,44.0,100.0,18.61,11.97,synthetic
2025-01-10,UJANI-DEMO-001,Ujani Demonstration,42.4,100.0,3.47,11.08,synthetic
2025-01-11,UJANI-DEMO-001,Ujani Demonstration,40.4,100.0,2.69,11.77,synthetic
2025-01-12,UJANI-DEMO-001,Ujani Demonstration,37.9,100.0,1.87,13.28,synthetic
2025-01-13,UJANI-DEMO-001,Ujani Demonstration,36.2,100.0,5.1,12.64,synthetic
2025-01-14,UJANI-DEMO-001,Ujani Demonstration,35.5,100.0,10.16,13.19,synthetic
2025-01-15,UJANI-DEMO-001,Ujani Demonstration,34.1,100.0,4.77,11.37,synthetic
2025-01-16,UJANI-DEMO-001,Ujani Demonstration,32.8,100.0,6.45,12.49,synthetic
2025-01-17,UJANI-DEMO-001,Ujani Demonstration,30.8,100.0,2.44,11.18,synthetic
2025-01-18,UJANI-DEMO-001,Ujani Demonstration,29.5,100.0,5.36,11.32,synthetic
2025-01-19,UJANI-DEMO-001,Ujani Demonstration,27.2,100.0,2.42,12.9,synthetic
2025-01-20,UJANI-DEMO-001,Ujani Demonstration,25.8,100.0,6.58,12.79,synthetic
2025-01-21,UJANI-DEMO-001,Ujani Demonstration,24.8,100.0,7.03,11.79,synthetic
2025-01-22,UJANI-DEMO-001,Ujani Demonstration,24,100.0,3.3,11.32,synthetic
2025-01-23,UJANI-DEMO-001,Ujani Demonstration,24,100.0,11.04,12.12,synthetic
2025-01-24,UJANI-DEMO-001,Ujani Demonstration,24,100.0,10.66,11.02,synthetic
2025-01-25,UJANI-DEMO-001,Ujani Demonstration,24,100.0,3.21,12.05,synthetic
2025-01-26,UJANI-DEMO-001,Ujani Demonstration,26.0,100.0,20.88,11.8,synthetic
2025-01-27,UJANI-DEMO-001,Ujani Demonstration,26.7,100.0,13.12,9.93,synthetic
2025-01-28,UJANI-DEMO-001,Ujani Demonstration,26.6,100.0,11.5,12.12,synthetic
2025-01-29,UJANI-DEMO-001,Ujani Demonstration,24.1,100.0,1.5,12.59,synthetic
2025-01-30,UJANI-DEMO-001,Ujani Demonstration,24,100.0,11.09,12.89,synthetic
2025-01-31,UJANI-DEMO-001,Ujani Demonstration,24,100.0,2.57,11.72,synthetic
2025-02-01,UJANI-DEMO-001,Ujani Demonstration,24,100.0,4.2,12.98,synthetic
2025-02-02,UJANI-DEMO-001,Ujani Demonstration,24,100.0,8.02,12.08,synthetic
2025-02-03,UJANI-DEMO-001,Ujani Demonstration,24,100.0,6.4,12.56,synthetic
2025-02-04,UJANI-DEMO-001,Ujani Demonstration,24,100.0,2.34,13.25,synthetic
2025-02-05,UJANI-DEMO-001,Ujani Demonstration,24,100.0,1.5,11.43,synthetic
2025-02-06,UJANI-DEMO-001,Ujani Demonstration,26.5,100.0,23.1,11.71,synthetic
2025-02-07,UJANI-DEMO-001,Ujani Demonstration,26.2,100.0,9.57,10.91,synthetic
2025-02-08,UJANI-DEMO-001,Ujani Demonstration,29.8,100.0,27.73,11.28,synthetic
2025-02-09,UJANI-DEMO-001,Ujani Demonstration,27.5,100.0,1.71,12.21,synthetic
2025-02-10,UJANI-DEMO-001,Ujani Demonstration,25.9,100.0,5.3,12.66,synthetic
2025-02-11,UJANI-DEMO-001,Ujani Demonstration,24,100.0,4.59,13.53,synthetic
2025-02-12,UJANI-DEMO-001,Ujani Demonstration,25.1,100.0,17.88,12.77,synthetic
2025-02-13,UJANI-DEMO-001,Ujani Demonstration,24,100.0,2.44,14.62,synthetic
2025-02-14,UJANI-DEMO-001,Ujani Demonstration,25.2,100.0,18.01,12.66,synthetic
2025-02-15,UJANI-DEMO-001,Ujani Demonstration,25.4,100.0,14.54,13.35,synthetic
2025-02-16,UJANI-DEMO-001,Ujani Demonstration,24.5,100.0,9.63,13.84,synthetic
2025-02-17,UJANI-DEMO-001,Ujani Demonstration,24.1,100.0,10.87,12.66,synthetic
2025-02-18,UJANI-DEMO-001,Ujani Demonstration,25.1,100.0,16.74,12.27,synthetic
2025-02-19,UJANI-DEMO-001,Ujani Demonstration,24,100.0,0.65,12.33,synthetic
2025-02-20,UJANI-DEMO-001,Ujani Demonstration,24,100.0,4.7,12.7,synthetic
2025-02-21,UJANI-DEMO-001,Ujani Demonstration,24,100.0,3.71,12.79,synthetic
2025-02-22,UJANI-DEMO-001,Ujani Demonstration,24,100.0,0.59,12.72,synthetic
2025-02-23,UJANI-DEMO-001,Ujani Demonstration,24,100.0,1.39,13.46,synthetic
2025-02-24,UJANI-DEMO-001,Ujani Demonstration,25.8,100.0,20.54,12.14,synthetic
2025-02-25,UJANI-DEMO-001,Ujani Demonstration,24.1,100.0,5.21,13.01,synthetic
2025-02-26,UJANI-DEMO-001,Ujani Demonstration,24,100.0,0.59,11.18,synthetic
2025-02-27,UJANI-DEMO-001,Ujani Demonstration,24,100.0,5.9,13.36,synthetic
2025-02-28,UJANI-DEMO-001,Ujani Demonstration,24,100.0,2.23,12.47,synthetic
2025-03-01,UJANI-DEMO-001,Ujani Demonstration,24,100.0,3.98,11.83,synthetic
2025-03-02,UJANI-DEMO-001,Ujani Demonstration,24,100.0,2.79,11.4,synthetic
2025-03-03,UJANI-DEMO-001,Ujani Demonstration,24,100.0,1.59,11.92,synthetic
2025-03-04,UJANI-DEMO-001,Ujani Demonstration,24,100.0,3.5,11.14,synthetic
2025-03-05,UJANI-DEMO-001,Ujani Demonstration,24,100.0,11.2,12.49,synthetic
2025-03-06,UJANI-DEMO-001,Ujani Demonstration,25.5,100.0,18.8,11.96,synthetic
2025-03-07,UJANI-DEMO-001,Ujani Demonstration,27.1,100.0,18.63,11.4,synthetic
2025-03-08,UJANI-DEMO-001,Ujani Demonstration,27.5,100.0,14.62,12.97,synthetic
2025-03-09,UJANI-DEMO-001,Ujani Demonstration,26.1,100.0,6.6,12.94,synthetic
2025-03-10,UJANI-DEMO-001,Ujani Demonstration,24,100.0,1.05,12.32,synthetic
2025-03-11,UJANI-DEMO-001,Ujani Demonstration,24,100.0,6.2,13.4,synthetic
2025-03-12,UJANI-DEMO-001,Ujani Demonstration,24,100.0,3.83,11.15,synthetic
2025-03-13,UJANI-DEMO-001,Ujani Demonstration,24,100.0,3.62,13.28,synthetic
2025-03-14,UJANI-DEMO-001,Ujani Demonstration,24,100.0,2.88,11.8,synthetic
2025-03-15,UJANI-DEMO-001,Ujani Demonstration,24.5,100.0,15.26,13.01,synthetic
2025-03-16,UJANI-DEMO-001,Ujani Demonstration,24.6,100.0,12.51,12.02,synthetic
2025-03-17,UJANI-DEMO-001,Ujani Demonstration,25.6,100.0,17.02,12.71,synthetic
2025-03-18,UJANI-DEMO-001,Ujani Demonstration,24,100.0,2.96,12.87,synthetic
2025-03-19,UJANI-DEMO-001,Ujani Demonstration,25.5,100.0,18.28,11.44,synthetic
2025-03-20,UJANI-DEMO-001,Ujani Demonstration,24.0,100.0,6.03,12.86,synthetic
2025-03-21,UJANI-DEMO-001,Ujani Demonstration,24,100.0,3.19,13.76,synthetic
2025-03-22,UJANI-DEMO-001,Ujani Demonstration,24,100.0,7.49,11.36,synthetic
2025-03-23,UJANI-DEMO-001,Ujani Demonstration,24,100.0,12.27,13.21,synthetic
2025-03-24,UJANI-DEMO-001,Ujani Demonstration,24,100.0,1.42,11.44,synthetic
2025-03-25,UJANI-DEMO-001,Ujani Demonstration,25.2,100.0,17.6,12.25,synthetic
2025-03-26,UJANI-DEMO-001,Ujani Demonstration,27.0,100.0,21.64,13.56,synthetic
2025-03-27,UJANI-DEMO-001,Ujani Demonstration,24.8,100.0,3.08,12.86,synthetic
2025-03-28,UJANI-DEMO-001,Ujani Demonstration,25.1,100.0,13.24,11.91,synthetic
2025-03-29,UJANI-DEMO-001,Ujani Demonstration,24,100.0,6.24,11.55,synthetic
2025-03-30,UJANI-DEMO-001,Ujani Demonstration,24,100.0,7.83,10.43,synthetic
2025-03-31,UJANI-DEMO-001,Ujani Demonstration,24.1,100.0,13.65,13.09,synthetic
2025-04-01,UJANI-DEMO-001,Ujani Demonstration,24,100.0,9.12,12.33,synthetic
2025-04-02,UJANI-DEMO-001,Ujani Demonstration,24.6,100.0,16.44,13.88,synthetic
2025-04-03,UJANI-DEMO-001,Ujani Demonstration,24,100.0,2.44,11.94,synthetic
2025-04-04,UJANI-DEMO-001,Ujani Demonstration,24,100.0,11.33,12.74,synthetic
2025-04-05,UJANI-DEMO-001,Ujani Demonstration,24,100.0,2.17,13.47,synthetic
2025-04-06,UJANI-DEMO-001,Ujani Demonstration,25.7,100.0,19.88,12.19,synthetic
2025-04-07,UJANI-DEMO-001,Ujani Demonstration,24,100.0,2.17,12.45,synthetic
2025-04-08,UJANI-DEMO-001,Ujani Demonstration,24,100.0,4.8,11.45,synthetic
2025-04-09,UJANI-DEMO-001,Ujani Demonstration,24.6,100.0,16.24,13.45,synthetic
2025-04-10,UJANI-DEMO-001,Ujani Demonstration,24,100.0,4.33,12.6,synthetic
2025-04-11,UJANI-DEMO-001,Ujani Demonstration,25.2,100.0,16.88,11.6,synthetic
2025-04-12,UJANI-DEMO-001,Ujani Demonstration,25.9,100.0,15.89,12.64,synthetic
2025-04-13,UJANI-DEMO-001,Ujani Demonstration,24,100.0,3.29,12.18,synthetic
2025-04-14,UJANI-DEMO-001,Ujani Demonstration,24,100.0,10.28,10.99,synthetic
2025-04-15,UJANI-DEMO-001,Ujani Demonstration,24,100.0,1.65,11.77,synthetic
2025-04-16,UJANI-DEMO-001,Ujani Demonstration,27.7,100.0,27.46,10.7,synthetic
2025-04-17,UJANI-DEMO-001,Ujani Demonstration,25.6,100.0,3.09,12.38,synthetic
2025-04-18,UJANI-DEMO-001,Ujani Demonstration,26.3,100.0,16.0,13.14,synthetic
2025-04-19,UJANI-DEMO-001,Ujani Demonstration,24.7,100.0,3.94,11.27,synthetic
2025-04-20,UJANI-DEMO-001,Ujani Demonstration,24.1,100.0,9.45,11.93,synthetic
2025-04-21,UJANI-DEMO-001,Ujani Demonstration,24,100.0,6.11,12.14,synthetic
2025-04-22,UJANI-DEMO-001,Ujani Demonstration,24.5,100.0,16.36,13.96,synthetic
2025-04-23,UJANI-DEMO-001,Ujani Demonstration,24,100.0,2.63,11.57,synthetic
2025-04-24,UJANI-DEMO-001,Ujani Demonstration,24,100.0,0.78,11.47,synthetic
2025-04-25,UJANI-DEMO-001,Ujani Demonstration,24,100.0,7.23,13.41,synthetic
2025-04-26,UJANI-DEMO-001,Ujani Demonstration,24,100.0,5.34,12.66,synthetic
2025-04-27,UJANI-DEMO-001,Ujani Demonstration,24,100.0,5.32,13.18,synthetic
2025-04-28,UJANI-DEMO-001,Ujani Demonstration,24.4,100.0,14.33,12.47,synthetic
2025-04-29,UJANI-DEMO-001,Ujani Demonstration,24,100.0,9.55,12.13,synthetic
2025-04-30,UJANI-DEMO-001,Ujani Demonstration,24,100.0,5.55,11.13,synthetic
2025-05-01,UJANI-DEMO-001,Ujani Demonstration,24,100.0,3.73,11.68,synthetic
2025-05-02,UJANI-DEMO-001,Ujani Demonstration,24,100.0,0,12.74,synthetic
2025-05-03,UJANI-DEMO-001,Ujani Demonstration,24,100.0,0,12.38,synthetic
2025-05-04,UJANI-DEMO-001,Ujani Demonstration,27.6,100.0,28.11,11.84,synthetic
2025-05-05,UJANI-DEMO-001,Ujani Demonstration,26.3,100.0,6.37,12.33,synthetic
2025-05-06,UJANI-DEMO-001,Ujani Demonstration,28.7,100.0,22.51,11.46,synthetic
2025-05-07,UJANI-DEMO-001,Ujani Demonstration,26.4,100.0,1.53,11.89,synthetic
2025-05-08,UJANI-DEMO-001,Ujani Demonstration,28.0,100.0,18.18,11.13,synthetic
2025-05-09,UJANI-DEMO-001,Ujani Demonstration,25.4,100.0,0.92,12.6,synthetic
2025-05-10,UJANI-DEMO-001,Ujani Demonstration,24,100.0,3.96,12.66,synthetic
2025-05-11,UJANI-DEMO-001,Ujani Demonstration,24,100.0,3.62,11.21,synthetic
2025-05-12,UJANI-DEMO-001,Ujani Demonstration,24,100.0,7.85,13.21,synthetic
2025-05-13,UJANI-DEMO-001,Ujani Demonstration,24,100.0,5.39,11.9,synthetic
2025-05-14,UJANI-DEMO-001,Ujani Demonstration,24,100.0,5.5,12.22,synthetic
2025-05-15,UJANI-DEMO-001,Ujani Demonstration,24,100.0,11.06,13.13,synthetic
2025-05-16,UJANI-DEMO-001,Ujani Demonstration,24,100.0,3.76,11.47,synthetic
2025-05-17,UJANI-DEMO-001,Ujani Demonstration,24,100.0,3.4,12.77,synthetic
2025-05-18,UJANI-DEMO-001,Ujani Demonstration,24,100.0,2.71,11.69,synthetic
2025-05-19,UJANI-DEMO-001,Ujani Demonstration,24,100.0,8.85,11.05,synthetic
2025-05-20,UJANI-DEMO-001,Ujani Demonstration,24,100.0,0.63,12.61,synthetic
2025-05-21,UJANI-DEMO-001,Ujani Demonstration,26.2,100.0,21.93,12.0,synthetic
2025-05-22,UJANI-DEMO-001,Ujani Demonstration,26.3,100.0,12.1,11.59,synthetic
2025-05-23,UJANI-DEMO-001,Ujani Demonstration,25.6,100.0,9.81,12.87,synthetic
2025-05-24,UJANI-DEMO-001,Ujani Demonstration,25.0,100.0,10.86,13.71,synthetic
2025-05-25,UJANI-DEMO-001,Ujani Demonstration,24,100.0,5.47,11.26,synthetic
2025-05-26,UJANI-DEMO-001,Ujani Demonstration,24,100.0,2.08,13.51,synthetic
2025-05-27,UJANI-DEMO-001,Ujani Demonstration,24,100.0,9.21,11.21,synthetic
2025-05-28,UJANI-DEMO-001,Ujani Demonstration,24,100.0,10.69,12.79,synthetic
2025-05-29,UJANI-DEMO-001,Ujani Demonstration,24,100.0,2.37,11.51,synthetic
2025-05-30,UJANI-DEMO-001,Ujani Demonstration,24,100.0,5.35,12.23,synthetic
2025-05-31,UJANI-DEMO-001,Ujani Demonstration,24.9,100.0,16.52,12.65,synthetic
2025-06-01,UJANI-DEMO-001,Ujani Demonstration,24,100.0,2.9,12.93,synthetic
2025-06-02,UJANI-DEMO-001,Ujani Demonstration,24,100.0,4.99,13.36,synthetic
2025-06-03,UJANI-DEMO-001,Ujani Demonstration,25.6,100.0,19.51,12.45,synthetic
2025-06-04,UJANI-DEMO-001,Ujani Demonstration,25.9,100.0,15.09,13.53,synthetic
2025-06-05,UJANI-DEMO-001,Ujani Demonstration,25.8,100.0,13.27,13.64,synthetic
2025-06-06,UJANI-DEMO-001,Ujani Demonstration,28.3,100.0,21.45,10.09,synthetic
2025-06-07,UJANI-DEMO-001,Ujani Demonstration,27.6,100.0,7.97,11.24,synthetic
2025-06-08,UJANI-DEMO-001,Ujani Demonstration,26.8,100.0,5.95,9.43,synthetic
2025-06-09,UJANI-DEMO-001,Ujani Demonstration,25.4,100.0,5.32,11.62,synthetic
2025-06-10,UJANI-DEMO-001,Ujani Demonstration,26.9,100.0,17.67,11.24,synthetic
2025-06-11,UJANI-DEMO-001,Ujani Demonstration,30.9,100.0,29.53,11.08,synthetic
2025-06-12,UJANI-DEMO-001,Ujani Demonstration,32.2,100.0,16.63,10.72,synthetic
2025-06-13,UJANI-DEMO-001,Ujani Demonstration,34.7,100.0,21.94,10.74,synthetic
2025-06-14,UJANI-DEMO-001,Ujani Demonstration,38.6,100.0,30.4,12.42,synthetic
2025-06-15,UJANI-DEMO-001,Ujani Demonstration,42.1,100.0,28.03,12.24,synthetic
2025-06-16,UJANI-DEMO-001,Ujani Demonstration,45.3,100.0,27.09,12.5,synthetic
2025-06-17,UJANI-DEMO-001,Ujani Demonstration,49.0,100.0,27.36,10.6,synthetic
2025-06-18,UJANI-DEMO-001,Ujani Demonstration,48.9,100.0,9.55,9.93,synthetic
2025-06-19,UJANI-DEMO-001,Ujani Demonstration,52.1,100.0,24.75,10.24,synthetic
2025-06-20,UJANI-DEMO-001,Ujani Demonstration,54.4,100.0,21.17,11.01,synthetic
2025-06-21,UJANI-DEMO-001,Ujani Demonstration,55.0,100.0,14.45,11.45,synthetic
2025-06-22,UJANI-DEMO-001,Ujani Demonstration,57.0,100.0,20.06,11.22,synthetic
2025-06-23,UJANI-DEMO-001,Ujani Demonstration,59.1,100.0,19.98,10.13,synthetic
2025-06-24,UJANI-DEMO-001,Ujani Demonstration,60.0,100.0,14.55,10.57,synthetic
2025-06-25,UJANI-DEMO-001,Ujani Demonstration,61.1,100.0,15.88,10.68,synthetic
2025-06-26,UJANI-DEMO-001,Ujani Demonstration,62.5,100.0,17.33,11.08,synthetic
2025-06-27,UJANI-DEMO-001,Ujani Demonstration,63.7,100.0,17.76,12.6,synthetic
2025-06-28,UJANI-DEMO-001,Ujani Demonstration,68.5,100.0,31.92,10.0,synthetic
2025-06-29,UJANI-DEMO-001,Ujani Demonstration,74.0,100.0,35.44,10.26,synthetic
2025-06-30,UJANI-DEMO-001,Ujani Demonstration,77.9,100.0,28.87,11.1,synthetic
2025-07-01,UJANI-DEMO-001,Ujani Demonstration,80.4,100.0,22.34,11.01,synthetic
2025-07-02,UJANI-DEMO-001,Ujani Demonstration,85.2,100.0,31.8,10.21,synthetic
2025-07-03,UJANI-DEMO-001,Ujani Demonstration,90.2,100.0,33.7,10.78,synthetic
2025-07-04,UJANI-DEMO-001,Ujani Demonstration,95.6,100.0,34.71,10.25,synthetic
2025-07-05,UJANI-DEMO-001,Ujani Demonstration,96,100.0,54.26,10.65,synthetic
2025-07-06,UJANI-DEMO-001,Ujani Demonstration,96,100.0,29.82,10.01,synthetic
2025-07-07,UJANI-DEMO-001,Ujani Demonstration,96,100.0,20.37,8.91,synthetic
2025-07-08,UJANI-DEMO-001,Ujani Demonstration,96,100.0,26.37,9.55,synthetic
2025-07-09,UJANI-DEMO-001,Ujani Demonstration,96,100.0,43.36,9.91,synthetic
2025-07-10,UJANI-DEMO-001,Ujani Demonstration,96,100.0,34.73,10.36,synthetic
2025-07-11,UJANI-DEMO-001,Ujani Demonstration,96,100.0,34.87,11.01,synthetic
2025-07-12,UJANI-DEMO-001,Ujani Demonstration,96,100.0,27.69,11.27,synthetic
2025-07-13,UJANI-DEMO-001,Ujani Demonstration,96,100.0,36.52,8.73,synthetic
2025-07-14,UJANI-DEMO-001,Ujani Demonstration,96,100.0,18.56,9.78,synthetic
2025-07-15,UJANI-DEMO-001,Ujani Demonstration,96,100.0,33.26,10.42,synthetic
2025-07-16,UJANI-DEMO-001,Ujani Demonstration,96,100.0,27.2,8.69,synthetic
2025-07-17,UJANI-DEMO-001,Ujani Demonstration,96,100.0,38.52,9.5,synthetic
2025-07-18,UJANI-DEMO-001,Ujani Demonstration,96,100.0,45.8,8.67,synthetic
2025-07-19,UJANI-DEMO-001,Ujani Demonstration,96,100.0,29.21,7.97,synthetic
2025-07-20,UJANI-DEMO-001,Ujani Demonstration,96,100.0,42.73,9.04,synthetic
2025-07-21,UJANI-DEMO-001,Ujani Demonstration,96,100.0,39.32,9.9,synthetic
